run_id	steps	path
0	4	14th_century;Ottoman_Empire;Slavery;Atlantic_slave_trade;African_slave_trade
1	2	14th_century;Ottoman_Empire;Greece
2	4	14th_century;Renaissance;Christopher_Columbus;United_States;John_F._Kennedy
3	3	14th_century;Hundred_Years%27_War;Gunpowder;Fire
4	4	14th_century;Renaissance;Art;Color;Rainbow
5	4	14th_century;Renaissance;Science;Chemistry;Sodium
6	5	14th_century;Edward_III_of_England;Henry_IV_of_England;Henry_V_of_England;Henry_VII_of_England;Elizabeth_I_of_England
7	0	14th_century;Renaissance;Humanism;Renaissance;LOOP_DETECTED
8	4	2004_Atlantic_hurricane_season;Atlantic_Ocean;Earth;Human;Art
9	0	2004_Atlantic_hurricane_season;Atlantic_Ocean;Ocean;Atlantic_Ocean;LOOP_DETECTED
10	0	2004_Atlantic_hurricane_season;Atlantic_Ocean;Ocean;Atlantic_Ocean;LOOP_DETECTED
11	0	2004_Atlantic_hurricane_season;Atlantic_Ocean;Ocean;Atlantic_Ocean;LOOP_DETECTED
12	0	2004_Atlantic_hurricane_season;Atlantic_Ocean;Antarctica;Ice;Glacier;Ice;LOOP_DETECTED
13	5	2004_Atlantic_hurricane_season;Atlantic_Ocean;Herodotus;Persian_Empire;Middle_Ages;8th_century
14	0	2004_Atlantic_hurricane_season;Atlantic_Ocean;United_States;WRONG_ANSWER
15	0	2004_Atlantic_hurricane_season;Atlantic_Ocean;Ocean;Atlantic_Ocean;LOOP_DETECTED
16	0	2004_Atlantic_hurricane_season;WRONG_ANSWER
17	1	2005_Atlantic_hurricane_season;Spain
18	2	2005_Atlantic_hurricane_season;United_States;Jazz
19	2	2005_Atlantic_hurricane_season;Europe;Liechtenstein
20	2	2005_Atlantic_hurricane_season;Europe;Liechtenstein
21	2	2005_Atlantic_hurricane_season;Europe;Sweden
22	0	2005_Atlantic_hurricane_season;WRONG_ANSWER
23	0	2005_Atlantic_hurricane_season;WRONG_ANSWER
24	3	2005_Atlantic_hurricane_season;United_States;United_Nations;International_Court_of_Justice
25	2	2005_Atlantic_hurricane_season;Europe;Lisbon
26	3	2005_Atlantic_hurricane_season;George_W._Bush;President_of_the_United_States;William_McKinley
27	0	Aberdeen;WRONG_ANSWER
28	0	Aberdeen;Scotland;England;WRONG_ANSWER
29	0	Aberdeen;WRONG_ANSWER
0	4	14th_century;Ottoman_Empire;Slavery;Atlantic_slave_trade;African_slave_trade
1	2	14th_century;Ottoman_Empire;Greece
2	4	14th_century;Renaissance;Christopher_Columbus;United_States;John_F._Kennedy
3	3	14th_century;Hundred_Years%27_War;Gunpowder;Fire
4	4	14th_century;Renaissance;Art;Color;Rainbow
5	4	14th_century;Renaissance;Science;Chemistry;Sodium
6	5	14th_century;Edward_III_of_England;Henry_IV_of_England;Henry_V_of_England;Henry_VII_of_England;Elizabeth_I_of_England
7	0	14th_century;Renaissance;Humanism;Renaissance;LOOP_DETECTED
8	4	2004_Atlantic_hurricane_season;Atlantic_Ocean;Earth;Human;Art
9	0	2004_Atlantic_hurricane_season;Atlantic_Ocean;Ocean;Atlantic_Ocean;LOOP_DETECTED
0	4	14th_century;Ottoman_Empire;Slavery;Atlantic_slave_trade;African_slave_trade
1	2	14th_century;Ottoman_Empire;Greece
2	4	14th_century;Renaissance;Christopher_Columbus;United_States;John_F._Kennedy
3	3	14th_century;Hundred_Years%27_War;Gunpowder;Fire
4	4	14th_century;Renaissance;Art;Color;Rainbow
5	4	14th_century;Renaissance;Science;Chemistry;Sodium
6	5	14th_century;Edward_III_of_England;Henry_IV_of_England;Henry_V_of_England;Henry_VII_of_England;Elizabeth_I_of_England
7	0	14th_century;Renaissance;Humanism;Renaissance;LOOP_DETECTED
8	4	2004_Atlantic_hurricane_season;Atlantic_Ocean;Earth;Human;Art
9	0	2004_Atlantic_hurricane_season;Atlantic_Ocean;Ocean;Atlantic_Ocean;LOOP_DETECTED
10	0	2004_Atlantic_hurricane_season;Atlantic_Ocean;Ocean;Atlantic_Ocean;LOOP_DETECTED
11	0	2004_Atlantic_hurricane_season;Atlantic_Ocean;Ocean;Atlantic_Ocean;LOOP_DETECTED
12	0	2004_Atlantic_hurricane_season;Atlantic_Ocean;Antarctica;Ice;Glacier;Ice;LOOP_DETECTED
13	5	2004_Atlantic_hurricane_season;Atlantic_Ocean;Herodotus;Persian_Empire;Middle_Ages;8th_century
14	0	2004_Atlantic_hurricane_season;Atlantic_Ocean;United_States;WRONG_ANSWER
15	0	2004_Atlantic_hurricane_season;Atlantic_Ocean;Ocean;Atlantic_Ocean;LOOP_DETECTED
16	0	2004_Atlantic_hurricane_season;WRONG_ANSWER
17	1	2005_Atlantic_hurricane_season;Spain
18	2	2005_Atlantic_hurricane_season;United_States;Jazz
19	2	2005_Atlantic_hurricane_season;Europe;Liechtenstein
20	2	2005_Atlantic_hurricane_season;Europe;Liechtenstein
21	2	2005_Atlantic_hurricane_season;Europe;Sweden
22	0	2005_Atlantic_hurricane_season;WRONG_ANSWER
23	0	2005_Atlantic_hurricane_season;WRONG_ANSWER
24	3	2005_Atlantic_hurricane_season;United_States;United_Nations;International_Court_of_Justice
25	2	2005_Atlantic_hurricane_season;Europe;Lisbon
26	3	2005_Atlantic_hurricane_season;George_W._Bush;President_of_the_United_States;William_McKinley
27	0	Aberdeen;WRONG_ANSWER
28	0	Aberdeen;Scotland;England;WRONG_ANSWER
29	0	Aberdeen;WRONG_ANSWER
30	0	Aberdeen;Scotland;Industrial_Revolution;WRONG_ANSWER
31	0	Aberdeen;United_Kingdom;England;WRONG_ANSWER
32	3	Aberdeen;France;Paris;RER
33	0	Aberdeen;Scotland;WRONG_ANSWER
34	4	Acceleration;Physics;World_War_II;Germany;Dresden
35	5	Acceleration;Physics;Biology;Animal;Mammal;Elephant
36	3	Acceleration;Physics;Atom;Hydrogen
37	0	Acceleration;Physics;WRONG_ANSWER
38	0	Acceleration;Physics;Biology;Animal;Fish;WRONG_ANSWER
39	5	Acceleration;Physics;Chemistry;Periodic_table;Iodine;Potassium_iodide
40	6	Acceleration;Physics;20th_century;Sport;Olympic_Games;Tennis;Martina_Navratilova
41	4	Acceleration;Physics;Computer;World_Wide_Web;Mozilla_Firefox
42	0	Acceleration;Physics;WRONG_ANSWER
43	0	Achilles;Greek_mythology;WRONG_ANSWER
44	5	Achilles;Trojan_War;Ancient_Greece;Alexander_the_Great;World_War_II;Winston_Churchill
45	0	Achilles;Trojan_War;Ancient_Greece;Alexander_the_Great;Ancient_Greece;LOOP_DETECTED
46	0	Achilles;Greek_mythology;20th_century;Cold_War;Margaret_Thatcher;Cold_War;LOOP_DETECTED
47	0	Achilles;Greek_mythology;Ancient_Greece;Alexander_the_Great;Egypt;Nile;WRONG_ANSWER
48	10	Achilles;Greek_mythology;Ancient_Greece;Alexander_the_Great;Mediterranean_Sea;Atlantic_Ocean;Ocean;Fish;Whale_shark;Shark;Great_white_shark
49	0	Achilles;Greek_mythology;WRONG_ANSWER
50	0	Achilles;Trojan_War;Ancient_Greece;History_of_Greece;England;WRONG_ANSWER
51	0	Achilles;Greek_mythology;Ancient_Greece;Alexander_the_Great;Ancient_Greece;LOOP_DETECTED
52	0	Achilles_tendon;Achilles;Trojan_War;WRONG_ANSWER
53	4	Achilles_tendon;Achilles;Black_Sea;Atlantic_Ocean;Ocean
54	0	Achilles_tendon;Achilles;Greek_mythology;Trojan_War;Greek_mythology;LOOP_DETECTED
55	2	Africa;HIV;AIDS
56	2	Africa;United_Kingdom;England
57	0	Africa;WRONG_ANSWER
58	2	Africa;Agriculture;Potato
59	2	Africa;Earth;Solar_System
60	2	Africa;Asia;Vietnam
61	0	Africa;Civilization;WRONG_ANSWER
62	2	Africa;Earth;Sun
63	3	Africa;Asia;Oceania;Australia
64	1	Africa;Temperate
65	3	Africa;Fossil;Dinosaur;Sauropodomorpha
66	1	Africa;Poverty
67	0	Africa;WRONG_ANSWER
68	0	Africa;WRONG_ANSWER
69	3	Africa;United_Kingdom;London;Hampstead_Heath
70	0	Africa;WRONG_ANSWER
71	0	Africa;WRONG_ANSWER
72	7	Africa;Agriculture;Nutrition;Health;Medicine;Psychology;Brain;Sleep
73	2	Age_of_Enlightenment;Aesthetics;Art
74	0	Age_of_Enlightenment;Adam_Smith;Economics;Karl_Marx;Soviet_Union;WRONG_ANSWER
75	4	Age_of_Enlightenment;French_Revolution;Napoleon_I_of_France;Russia;Joseph_Stalin
76	0	Age_of_Enlightenment;WRONG_ANSWER
77	5	Age_of_Enlightenment;Isaac_Newton;Astronomy;Earth;Ice_age;Ice_sheet
78	1	Age_of_Enlightenment;Voltaire
79	3	Age_of_Enlightenment;Chemistry;Geology;Igneous_rock
80	3	Age_of_Enlightenment;Bible;Jesus;Last_Supper
81	3	Age_of_Enlightenment;Chemistry;Biology;Yeast
82	4	Age_of_Enlightenment;Benjamin_Franklin;Meteorology;Tropical_cyclone;Hurricane_Andrew
83	3	Age_of_Enlightenment;Isaac_Newton;Astronomy;Extrasolar_planet
84	6	Age_of_Enlightenment;Democracy;Liberalism;Human_rights;United_Nations;Nobel_Peace_Prize;Peace
85	3	Agriculture;History_of_the_world;Communication;Language
86	0	Agriculture;History_of_the_world;China;WRONG_ANSWER
87	4	Agriculture;History_of_the_world;Paleontology;Dinosaur;Ornithischia
88	0	Agriculture;WRONG_ANSWER
89	1	Agriculture;Barley
90	4	Agriculture;History_of_the_world;Soviet_Union;Ukraine;Kiev
